primary_key;phone_area_code;city;active
885;34721;Nienburg Saale;false
886;34722;Preusslitz;false
887;3473;Aschersleben Sachs-Anh;false
888;34741;Frose;false
889;34742;Sylda;false
890;34743;Ermsleben;false
891;34745;Winningen Sachs-Anh;false
892;34746;Giersleben;false
893;3475;Lutherstadt Eisleben;false
894;3476;Hettstedt Sachs-Anh;false
895;34771;Querfurt;false
896;34772;Helbra;false
897;34773;Schwittersdorf;false
898;34774;Röblingen am See;false
899;34775;Wippra;false
900;34776;Rothenschirmbach;false
901;34779;Abberode;false
902;34781;Greifenhagen;false
903;34782;Mansfeld Südharz;false
904;34783;Gerbstedt;false
905;34785;Sandersleben;false
906;34901;Roßlau Elbe;false
907;34903;Coswig Anhalt;false
908;34904;Oranienbaum;false
909;34905;Wörlitz;false
910;34906;Raguhn;false
911;34907;Jeber-Bergfrieden;false
912;34909;Aken Elbe;false
913;3491;Lutherstadt Wittenberg;false
914;34920;Kropstädt;false
915;34921;Kemberg;false
916;34922;Mühlanger;false
917;34923;Cobbelsdorf;false
918;34924;Zahna;false
919;34925;Bad Schmiedeberg;false
920;34926;Pretzsch Elbe;false
921;34927;Globig-Bleddin;false
922;34928;Seegrehna;false
923;34929;Straach;false
924;3493;Bitterfeld;false
925;3494;Wolfen;false
926;34953;Gräfenhainichen;false
927;34954;Roitzsch b Bitterfeld;false
928;34955;Gossa;false
929;34956;Zörbig;false
930;3496;Köthen Anhalt;false
931;34973;Osternienburg;false
932;34975;Görzig Kr Köthen;false
933;34976;Gröbzig;false
934;34977;Quellendorf;false
935;34978;Radegast Kr Köthen;false
936;34979;Wulfen Sachs-Anh;false
937;3501;Pirna;false
938;35020;Struppen;false
939;35021;Königstein Sächs Schweiz;false
940;35022;Bad Schandau;false
941;35023;Bad Gottleuba;false
942;35024;Stadt Wehlen;false
943;35025;Liebstadt;false
944;35026;Dürrröhrsdorf-Dittersbach;false
945;35027;Weesenstein;false
946;35028;Krippen;false
947;35032;Langenhennersdorf;false
948;35033;Rosenthal Sächs Schweiz;false
949;3504;Dippoldiswalde;false
950;35052;Kipsdorf Kurort;false
951;35053;Glashütte Sachs;false
952;35054;Lauenstein Sachs;false
953;35055;Höckendorf b Dippoldiswalde;false
954;35056;Altenberg Sachs;false
955;35057;Hermsdorf Erzgeb;false
956;35058;Pretzschendorf;false
957;351;Dresden;false
958;35200;Arnsdorf b Dresden;false
959;35201;Langebrück;false
960;35202;Klingenberg Sachs;false
961;35203;Tharandt;false
962;35204;Wilsdruff;false
963;35205;Ottendorf-Okrilla;false
964;35206;Kreischa b Dresden;false
965;35207;Moritzburg;false
966;35208;Radeburg;false
967;35209;Mohorn;false
968;3521;Meissen;false
969;3522;Grossenhain Sachs;false
970;3523;Coswig b Dresden;false
971;35240;Tauscha b Großenhain;false
972;35241;Lommatzsch;false
973;35242;Nossen;false
974;35243;Weinböhla;false
975;35244;Krögis;false
976;35245;Burkhardswalde-Munzig;false
977;35246;Ziegenhain Sachs;false
978;35247;Zehren Sachs;false
979;35248;Schönfeld b Großenhain;false
980;35249;Basslitz;false
981;3525;Riesa;false
982;35263;Gröditz b Riesa;false
983;35264;Strehla;false
984;35265;Glaubitz;false
985;35266;Heyda b Riesa;false
986;35267;Diesbar-Seusslitz;false
987;35268;Stauchitz;false
988;3528;Radeberg;false
989;3529;Heidenau Sachs;false
990;3531;Finsterwalde;false
991;35322;Doberlug-Kirchhain;false
992;35323;Sonnewalde;false
993;35324;Crinitz;false
994;35325;Rückersdorf b Finsterwalde;false
995;35326;Schönborn Kr Elbe-Elster;false
996;35327;Priessen;false
997;35329;Dollenchen;false
998;3533;Elsterwerda;false
999;35341;Bad Liebenwerda;false
1000;35342;Mühlberg Elbe;false
1001;35343;Hirschfeld b Elsterwerda;false
1002;3535;Herzberg Elster;false
1003;35361;Schlieben;false
1004;35362;Schönewalde b Herzberg;false
1005;35363;Fermerswalde;false
1006;35364;Lebusa;false
1007;35365;Falkenberg Elster;false
1008;3537;Jessen Elster;false
1009;35383;Elster Elbe;false
1010;35384;Steinsdorf b Jessen;false
1011;35385;Annaburg;false
1012;35386;Prettin;false
1013;35387;Seyda;false
1014;35388;Klöden;false
1015;35389;Holzdorf Elster;false
1016;3541;Calau;false
1017;3542;Lübbenau Spreewald;false
1018;35433;Vetschau;false
1019;35434;Altdöbern;false
1020;35435;Gollmitz b Calau;false
1021;35436;Laasow b Calau;false
1022;35439;Zinnitz;false
1023;3544;Luckau Brandenb;false
1024;35451;Dahme Brandenb;false
1025;35452;Golssen;false
1026;35453;Drahnsdorf;false
1027;35454;Uckro;false
1028;35455;Walddrehna;false
1029;35456;Terpt;false
1030;3546;Lübben Spreewald;false
1031;35471;Birkenhainchen;false
1032;35472;Schlepzig;false
1033;35473;Neu Lübbenau;false
1034;35474;Schönwalde b Lübben;false
1035;35475;Straupitz;false
1036;35476;Wittmannsdorf-Bückchen;false
1037;35477;Rietzneuendorf-Friedrichshof;false
1038;35478;Goyatz;false
1039;355;Cottbus;false
1040;35600;Döbern NL;false
1041;35601;Peitz;false
1042;35602;Drebkau;false
1043;35603;Burg Spreewald;false
1044;35604;Krieschow;false
1045;35605;Komptendorf;false
1046;35606;Briesen b Cottbus;false
1047;35607;Jänschwalde;false
1048;35608;Gross Ossnig;false
1049;35609;Drachhausen;false
1050;3561;Guben;false
1051;3562;Forst Lausitz;false
1052;3563;Spremberg;false
1053;3564;Schwarze Pumpe;false
1054;35691;Bärenklau NL;false
1055;35692;Kerkwitz;false
1056;35693;Lauschütz;false
1057;35694;Gosda b Klinge;false
1058;35695;Simmersdorf;false
1059;35696;Briesnig;false
1060;35697;Bagenz;false
1061;35698;Hornow;false
1062;3571;Hoyerswerda;false
1063;35722;Lauta b Hoyerswerda;false
1064;35723;Bernsdorf OL;false
1065;35724;Lohsa;false
1066;35725;Wittichenau;false
1067;35726;Groß Särchen;false
1068;35727;Burghammer;false
1069;35728;Uhyst Spree;false
1070;3573;Senftenberg;false
1071;3574;Lauchhammer;false
1072;35751;Welzow;false
1073;35752;Ruhland;false
1074;35753;Großräschen;false
1075;35754;Klettwitz;false
1076;35755;Ortrand;false
1077;35756;Hosena;false
1078;3576;Weisswasser;false
1079;35771;Bad Muskau;false
1080;35772;Rietschen;false
1081;35773;Schleife;false
1082;35774;Boxberg Sachs;false
1083;35775;Pechern;false
1084;3578;Kamenz;false
1085;35792;Ossling;false
1086;35793;Elstra;false
1087;35795;Königsbrück;false
1088;35796;Panschwitz-Kuckau;false
1089;35797;Schwepnitz;false
1090;3581;Görlitz;false
1091;35820;Zodel;false
1092;35822;Hagenwerder;false
1093;35823;Ostritz;false
1094;35825;Kodersdorf;false
1095;35826;Königshain b Görlitz;false
1096;35827;Nieder-Seifersdorf;false
1097;35828;Reichenbach OL;false
1098;35829;Gersdorf b Görlitz;false
1099;3583;Zittau;false
1100;35841;Großschönau Sachs;false
1101;35842;Oderwitz;false
1102;35843;Hirschfelde b Zittau;false
1103;35844;Oybin Kurort;false
1104;3585;Löbau;false
1105;3586;Neugersdorf Sachs;false
1106;35872;Neusalza-Spremberg;false
1107;35873;Herrnhut;false
1108;35874;Bernstadt a d Eigen;false
1109;35875;Obercunnersdorf b Löbau;false
1110;35876;Weissenberg Sachs;false
1111;35877;Cunewalde;false
1112;3588;Niesky;false
1113;35891;Rothenburg OL;false
1114;35892;Horka OL;false
1115;35893;Mücka;false
1116;35894;Hähnichen;false
1117;35895;Klitten;false
1118;3591;Bautzen;false
1119;3592;Kirschau;false
1120;35930;Seitschen;false
1121;35931;Königswartha;false
1122;35932;Guttau;false
1123;35933;Neschwitz;false
1124;35934;Grossdubrau;false
1125;35935;Kleinwelka;false
1126;35936;Sohland Spree;false
1127;35937;Prischwitz;false
1128;35938;Großpostwitz OL;false
1129;35939;Hochkirch;false
1130;3594;Bischofswerda;false
1131;35951;Neukirch Lausitz;false
1132;35952;Großröhrsdorf OL;false
1133;35953;Burkau;false
1134;35954;Grossharthau;false
1135;35955;Pulsnitz;false
1136;3596;Neustadt i Sa;false
1137;35971;Sebnitz;false
1138;35973;Stolpen;false
1139;35974;Hinterhermsdorf;false
1140;35975;Hohnstein;false
1141;3601;Mühlhausen Thür;false
1142;36020;Ebeleben;false
1143;36021;Schlotheim;false
1144;36022;Grossengottern;false
1145;36023;Horsmar;false
1146;36024;Diedorf b Mühlhausen Thür;false
1147;36025;Körner;false
1148;36026;Struth b Mühlhausen Thür;false
1149;36027;Lengenfeld Unterm Stein;false
1150;36028;Kammerforst Thür;false
1151;36029;Menteroda;false
1152;3603;Bad Langensalza;false
1153;36041;Bad Tennstedt;false
1154;36042;Tonna;false
1155;36043;Kirchheilingen;false
1156;3605;Leinefelde;false
1157;3606;Heiligenstadt Heilbad;false
1158;36071;Teistungen;false
1159;36072;Weißenborn-Lüderode;false
1160;36074;Worbis;false
1161;36075;Dingelstädt Eichsfeld;false
1162;36076;Niederorschel;false
1163;36077;Grossbodungen;false
1164;36081;Arenshausen;false
1165;36082;Ershausen;false
1166;36083;Uder;false
1167;36084;Heuthen;false
1168;36085;Reinholterode;false
1169;36087;Wüstheuterode;false
1170;361;Erfurt;false
1171;36200;Elxleben b Arnstadt;false
1172;36201;Walschleben;false
1173;36202;Neudietendorf;false
1174;36203;Vieselbach;false
1175;36204;Stotternheim;false
1176;36205;Gräfenroda;false
1177;36206;Grossfahner;false
1178;36207;Plaue Thür;false
1179;36208;Ermstedt;false
1180;36209;Klettbach;false
1181;3621;Gotha Thür;false
1182;3622;Waltershausen Thür;false
1183;3623;Friedrichroda;false
1184;3624;Ohrdruf;false
1185;36252;Tambach-Dietharz Thür Wald;false
1186;36253;Georgenthal Thür Wald;false
1187;36254;Friedrichswerth;false
1188;36255;Goldbach b Gotha;false
1189;36256;Wechmar;false
1190;36257;Luisenthal Thür;false
1191;36258;Friemar;false
1192;36259;Tabarz Thür Wald;false
1193;3628;Arnstadt;false
1194;3629;Stadtilm;false
1195;3631;Nordhausen Thür;false
1196;3632;Sondershausen;false
1197;36330;Grossberndten;false
1198;36331;Ilfeld;false
1199;36332;Ellrich;false
1200;36333;Heringen Helme;false
1201;36334;Wolkramshausen;false
1202;36335;Grosswechsungen;false
1203;36336;Klettenberg;false
1204;36337;Schiedungen;false
1205;36338;Bleicherode;false
1206;3634;Sömmerda;false
1207;3635;Kölleda;false
1208;3636;Greussen;false
1209;36370;Grossenehrich;false
1210;36371;Schlossvippach;false
1211;36372;Kleinneuhausen;false
1212;36373;Buttstädt;false
1213;36374;Weissensee;false
1214;36375;Kindelbrück;false
1215;36376;Straussfurt;false
1216;36377;Rastenberg;false
1217;36378;Ostramondra;false
1218;36379;Holzengel;false
1219;3641;Jena;false
1220;36421;Camburg;false
1221;36422;Reinstädt Thür;false
1222;36423;Orlamünde;false
1223;36424;Kahla Thür;false
1224;36425;Isserstedt;false
1225;36426;Ottendorf b Stadtroda;false
1226;36427;Dornburg Saale;false
1227;36428;Stadtroda;false
1228;3643;Weimar Thür;false
1229;3644;Apolda;false
1230;36450;Kranichfeld;false
1231;36451;Buttelstedt;false
1232;36452;Berlstedt;false
1233;36453;Mellingen;false
1234;36454;Magdala;false
1235;36458;Bad Berka;false
1236;36459;Blankenhain Thür;false
1237;36461;Bad Sulza;false
1238;36462;Ossmannstedt;false
1239;36463;Gebstedt;false
1240;36464;Wormstedt;false
1241;36465;Oberndorf b Apolda;false
1242;3647;Pößneck;false
1243;36481;Neustadt an der Orla;false
1244;36482;Triptis;false
1245;36483;Ziegenrück;false
1246;36484;Knau b Pößneck;false
1247;365;Gera;false
1248;36601;Hermsdorf Thür;false
1249;36602;Ronneburg Thür;false
1250;36603;Weida;false
1251;36604;Münchenbernsdorf;false
1252;36605;Bad Köstritz;false
1253;36606;Kraftsdorf;false
1254;36607;Niederpöllnitz;false
1255;36608;Seelingstädt b Gera;false
1256;3661;Greiz;false
1257;36621;Elsterberg b Plauen;false
1258;36622;Triebes;false
1259;36623;Berga Elster;false
1260;36624;Teichwolframsdorf;false
1261;36625;Langenwetzendorf;false
1262;36626;Auma;false
1263;36628;Zeulenroda;false
1264;3663;Schleiz;false
1265;36640;Remptendorf;false
1266;36642;Harra;false
1267;36643;Thimmendorf;false
1268;36644;Hirschberg Saale;false
1269;36645;Mühltroff;false
1270;36646;Tanna b Schleiz;false
1271;36647;Saalburg Thür;false
1272;36648;Dittersdorf b Schleiz;false
1273;36649;Gefell b Schleiz;false
1274;36651;Lobenstein;false
1275;36652;Wurzbach;false
1276;36653;Lehesten Thür Wald;false
1277;36691;Eisenberg Thür;false
1278;36692;Bürgel;false
1279;36693;Crossen an der Elster;false
1280;36694;Schkölen Thür;false
1281;36695;Söllmnitz;false
1282;36701;Lichte;false
1283;36702;Lauscha;false
1284;36703;Gräfenthal;false
1285;36704;Steinheid;false
1286;36705;Oberweißbach Thür Wald;false
1287;3671;Saalfeld Saale;false
1288;3672;Rudolstadt;false
1289;36730;Sitzendorf;false
1290;36731;Unterloquitz;false
1291;36732;Könitz;false
1292;36733;Kaulsdorf;false
1293;36734;Leutenberg;false
1294;36735;Probstzella;false
1295;36736;Arnsgereuth;false
1296;36737;Drognitz;false
1297;36738;Königsee;false
1298;36739;Rottenbach;false
1299;36741;Bad Blankenburg;false
1300;36742;Uhlstädt;false
1301;36743;Teichel;false
1302;36744;Remda;false
1303;3675;Sonneberg Thür;false
1304;36761;Heubisch;false
1305;36762;Steinach Thür;false
1306;36764;Neuhaus-Schierschnitz;false
1307;36766;Schalkau;false
1308;3677;Ilmenau Thür;false
1309;36781;Grossbreitenbach;false
1310;36782;Schmiedefeld a Rennsteig;false
1311;36783;Gehren Thür;false
1312;36784;Stützerbach;false
1313;36785;Gräfinau-Angstedt;false
1314;3679;Neuhaus a Rennweg;false
1315;3681;Suhl;false
1316;3682;Zella-Mehlis;false
1317;3683;Schmalkalden;false
1318;36840;Trusetal;false
1319;36841;Schleusingen;false
1320;36842;Oberhof Thür;false
1321;36843;Benshausen;false
1322;36844;Rohr Thür;false
1323;36845;Gehlberg;false
1324;36846;Suhl-Dietzhausen;false
1325;36847;Steinbach-Hallenberg;false
1326;36848;Wernshausen;false
1327;36849;Kleinschmalkalden;false
1328;3685;Hildburghausen;false
1329;3686;Eisfeld;false
1330;36870;Masserberg;false
1331;36871;Bad Colberg-Heldburg;false
1332;36873;Themar;false
1333;36874;Schönbrunn b Hildburghaus;false
1334;36875;Straufhain-Streufdorf;false
1335;36878;Oberland;false
1336;3691;Eisenach Thür;false
1337;36920;Grossenlupnitz;false
1338;36921;Wutha-Farnroda;false
1339;36922;Gerstungen;false
1340;36923;Treffurt;false
1341;36924;Mihla;false
1342;36925;Marksuhl;false
1343;36926;Creuzburg;false
1344;36927;Unterellen;false
1345;36928;Neuenhof Thür;false
1346;36929;Ruhla;false
1347;3693;Meiningen;false
1348;36940;Oepfershausen;false
1349;36941;Wasungen;false
1350;36943;Bettenhausen Thür;false
1351;36944;Rentwertshausen;false
1352;36945;Henneberg;false
1353;36946;Erbenhausen Thür;false
1354;36947;Jüchsen;false
1355;36948;Römhild;false
1356;36949;Obermaßfeld-Grimmenthal;false
1357;3695;Bad Salzungen;false
1358;36961;Bad Liebenstein;false
1359;36962;Vacha;false
1360;36963;Dorndorf Rhön;false
1361;36964;Dermbach Rhön;false
1362;36965;Stadtlengsfeld;false
1363;36966;Kaltennordheim;false
1364;36967;Geisa;false
1365;36968;Rossdorf Rhön;false
1366;36969;Merkers;false
1367;371;Chemnitz Sachs;false
1368;37200;Wittgensdorf b Chemnitz;false
1369;37202;Claussnitz b Chemnitz;false
1370;37203;Gersdorf b Chemnitz;false
1371;37204;Lichtenstein Sachs;false
1372;37206;Frankenberg Sachs;false
1373;37207;Hainichen Sachs;false
1374;37208;Auerswalde;false
1375;37209;Einsiedel b Chemnitz;false
1376;3721;Meinersdorf;false
1377;3722;Limbach-Oberfrohna;false
1378;3723;Hohenstein-Ernstthal;false
1379;3724;Burgstädt;false
1380;3725;Zschopau;false
1381;3726;Flöha;false
1382;3727;Mittweida;false
1383;37291;Augustusburg;false
1384;37292;Oederan;false
1385;37293;Eppendorf Sachs;false
1386;37294;Grünhainichen;false
1387;37295;Lugau Erzgeb;false
1388;37296;Stollberg Erzgeb;false
1389;37297;Thum Sachs;false
1390;37298;Oelsnitz Erzgeb;false
1391;3731;Freiberg Sachs;false
1392;37320;Mulda Sachs;false
1393;37321;Frankenstein Sachs;false
1394;37322;Brand-Erbisdorf;false
1395;37323;Lichtenberg Erzgeb;false
1396;37324;Reinsberg Sachs;false
1397;37325;Niederbobritzsch;false
1398;37326;Frauenstein Sachs;false
1399;37327;Rechenberg-Bienenmühle;false
1400;37328;Grossschirma;false
1401;37329;Grosshartmannsdorf;false
1402;3733;Annaberg-Buchholz;false
1403;37341;Ehrenfriedersdorf;false
1404;37342;Cranzahl;false
1405;37343;Jöhstadt;false
1406;37344;Crottendorf Sachs;false
1407;37346;Geyer;false
1408;37347;Bärenstein Kr Annaberg;false
1409;37348;Oberwiesenthal Kurort;false
1410;37349;Scheibenberg;false
1411;3735;Marienberg Sachs;false
1412;37360;Olbernhau;false
1413;37361;Neuhausen Erzgeb;false
1414;37362;Seiffen Erzgeb;false
1415;37363;Zöblitz;false
1416;37364;Reitzenhain Erzgeb;false
1417;37365;Sayda;false
1418;37366;Rübenau;false
1419;37367;Lengefeld Erzgeb;false
1420;37368;Deutschneudorf;false
1421;37369;Wolkenstein;false
1422;3737;Rochlitz;false
1423;37381;Penig;false
1424;37382;Geringswalde;false
1425;37383;Lunzenau;false
1426;37384;Wechselburg;false
1427;3741;Plauen;false
1428;37421;Oelsnitz Vogtl;false
1429;37422;Markneukirchen;false
1430;37423;Adorf Vogtl;false
1431;37430;Eichigt;false
1432;37431;Mehltheuer Vogtl;false
1433;37432;Pausa Vogtl;false
1434;37433;Gutenfürst;false
1435;37434;Bobenneukirchen;false
1436;37435;Reuth b Plauen;false
1437;37436;Weischlitz;false
1438;37437;Bad Elster;false
1439;37438;Bad Brambach;false
1440;37439;Jocketa;false
1441;3744;Auerbach Vogtl;false
1442;3745;Falkenstein Vogtl;false
1443;37462;Rothenkirchen Vogtl;false
1444;37463;Bergen Vogtl;false
1445;37464;Schöneck Vogtl;false
1446;37465;Tannenbergsthal Vogtl;false
1447;37467;Klingenthal Sachs;false
1448;37468;Treuen Vogtl;false
1449;375;Zwickau;false
1450;37600;Neumark Sachs;false
1451;37601;Mülsen Skt Jacob;false
1452;37602;Kirchberg Sachs;false
1453;37603;Wildenfels;false
1454;37604;Mosel;false
1455;37605;Hartenstein Sachs;false
1456;37606;Lengenfeld Vogtl;false
1457;37607;Ebersbrunn Sachs;false
1458;37608;Waldenburg Sachs;false
1459;37609;Wolkenburg Mulde;false
1460;3761;Werdau Sachs;false
1461;3762;Crimmitschau;false
1462;3763;Glauchau;false
1463;3764;Meerane;false
1464;3765;Reichenbach Vogtl;false
1465;3771;Aue Sachs;false
1466;3772;Schneeberg Erzgeb;false
1467;3773;Johanngeorgenstadt;false
1468;3774;Schwarzenberg;false
1469;37752;Eibenstock;false
1470;37754;Zwönitz;false
1471;37755;Schönheide Erzgeb;false
1472;37756;Breitenbrunn Erzgeb;false
1473;37757;Rittersgrün;false
1474;381;Rostock;false
1475;38201;Gelbensande;false
1476;38202;Volkenshagen;false
1477;38203;Bad Doberan;false
1478;38204;Broderstorf;false
1479;38205;Tessin b Rostock;false
1480;38206;Graal-Müritz Seeheilbad;false
1481;38207;Stäbelow;false
1482;38208;Kavelstorf;false
1483;38209;Sanitz b Rostock;false
1484;3821;Ribnitz-Damgarten;false
1485;38220;Wustrow Ostseebad;false
1486;38221;Marlow;false
1487;38222;Semlow;false
1488;38223;Saal Vorpom;false
1489;38224;Gresenhorst;false
1490;38225;Trinwillershagen;false
1491;38226;Dierhagen Ostseebad;false
1492;38227;Lüdershagen b Barth;false
1493;38228;Dettmannsdorf-Kölzow;false
1494;38229;Bad Sülze;false
1495;38231;Barth;false
1496;38232;Zingst Ostseebad;false
1497;38233;Prerow Ostseebad;false
1498;38234;Born a Darß;false
1499;38292;Kröpelin;false
1500;38293;Kühlungsborn Ostseebad;false
1501;38294;Neubukow;false
1502;38295;Satow b Bad Doberan;false
1503;38296;Rerik Ostseebad;false
1504;38297;Moitin;false
1505;38300;Insel Hiddensee;false
1506;38301;Putbus;false
1507;38302;Sagard;false
1508;38303;Sellin Ostseebad;false
1509;38304;Garz Rügen;false
1510;38305;Gingst;false
1511;38306;Samtens;false
1512;38307;Poseritz;false
1513;38308;Göhren Rügen;false
1514;38309;Trent;false
1515;3831;Stralsund;false
1516;38320;Tribsees;false
1517;38321;Martensdorf b Stralsund;false
1518;38322;Richtenberg;false
1519;38323;Prohn;false
1520;38324;Velgast;false
1521;38325;Rolofshagen;false
1522;38326;Grimmen;false
1523;38327;Elmenhorst Vorpom;false
1524;38328;Miltzow;false
1525;38331;Rakow Vorpom;false
1526;38332;Gross Bisdorf;false
1527;38333;Horst b Grimmen;false
1528;38334;Grammendorf;false
1529;3834;Greifswald;false
1530;38351;Mesekenhagen;false
1531;38352;Kemnitz b Greifswald;false
1532;38353;Gützkow b Greifswald;false
1533;38354;Wusterhusen;false
1534;38355;Züssow;false
1535;38356;Behrenhoff;false
1536;3836;Wolgast;false
1537;38370;Kröslin;false
1538;38371;Karlshagen;false
1539;38372;Usedom;false
1540;38373;Katzow;false
1541;38374;Lassan b Wolgast;false
1542;38375;Koserow;false
1543;38376;Zirchow;false
1544;38377;Zinnowitz;false
1545;38378;Heringsdorf Seebad;false
1546;38379;Benz Usedom;false
1547;3838;Bergen auf Rügen;false
1548;38391;Altenkirchen Rügen;false
1549;38392;Sassnitz;false
1550;38393;Binz Ostseebad;false
1551;3841;Wismar Meckl;false
1552;38422;Neukloster;false
1553;38423;Bad Kleinen;false
1554;38424;Bobitz;false
1555;38425;Kirchdorf Poel;false
1556;38426;Neuburg-Steinhausen;false
1557;38427;Blowatz;false
1558;38428;Hohenkirchen b Wismar;false
1559;38429;Glasin;false
1560;3843;Güstrow;false
1561;3844;Schwaan;false
1562;38450;Tarnow b Bützow;false
1563;38451;Hoppenrade b Güstrow;false
1564;38452;Lalendorf;false
1565;38453;Mistorf;false
1566;38454;Kritzkow;false
1567;38455;Plaaz;false
1568;38456;Langhagen b Güstrow;false
1569;38457;Krakow am See;false
1570;38458;Zehna;false
1571;38459;Laage;false
1572;38461;Bützow;false
1573;38462;Baumgarten Meckl;false
1574;38464;Bernitt;false
1575;38466;Jürgenshagen;false
1576;3847;Sternberg;false
1577;38481;Witzin;false
1578;38482;Warin;false
1579;38483;Brüel;false
1580;38484;Ventschow;false
1581;38485;Dabel;false
1582;38486;Gustävel;false
1583;38488;Demen;false
1584;385;Schwerin Meckl;false
1585;3860;Raben Steinfeld;false
1586;3861;Plate;false
1587;3863;Crivitz;false
1588;3865;Holthusen;false
1589;3866;Cambs;false
1590;3867;Lübstorf;false
1591;3868;Rastow;false
1592;3869;Dümmer;false
1593;3871;Parchim;false
1594;38720;Grebbin;false
1595;38721;Ziegendorf;false
1596;38722;Raduhn;false
1597;38723;Kladrum;false
1598;38724;Siggelkow;false
1599;38725;Gross Godems;false
1600;38726;Spornitz;false
1601;38727;Mestlin;false
1602;38728;Domsühl;false
1603;38729;Marnitz;false
1604;38731;Lübz;false
1605;38732;Gallin b Lübz;false
1606;38733;Karbow-Vietlübbe;false
1607;38735;Plau am See;false
1608;38736;Goldberg Meckl;false
1609;38737;Ganzlin;false
1610;38738;Karow b Lübz;false
1611;3874;Ludwigslust Meckl;false
1612;38750;Malliss;false
1613;38751;Picher;false
1614;38752;Zierzow b Ludwigslust;false
1615;38753;Wöbbelin;false
1616;38754;Leussow b Ludwigslust;false
1617;38755;Eldena;false
1618;38756;Grabow Meckl;false
1619;38757;Neustadt-Glewe;false
1620;38758;Dömitz;false
1621;38759;Tewswoos;false
1622;3876;Perleberg;false
1623;3877;Wittenberge;false
1624;38780;Lanz Brandenb;false
1625;38781;Mellen;false
1626;38782;Reetz b Perleberg;false
1627;38783;Dallmin;false
1628;38784;Kleinow Kr Prignitz;false
1629;38785;Berge b Perleberg;false
1630;38787;Glöwen;false
1631;38788;Gross Warnow;false
1632;38789;Wolfshagen b Perleberg;false
1633;38791;Bad Wilsnack;false
1634;38792;Lenzen (Elbe);false
1635;38793;Dergenthin;false
1636;38794;Cumlosen;false
1637;38796;Viesecke;false
1638;38797;Karstädt Kr Prignitz;false
1639;3881;Grevesmühlen;false
1640;38821;Lüdersdorf Meckl;false
1641;38822;Diedrichshagen b Grevesmühlen;false
1642;38823;Selmsdorf;false
1643;38824;Mallentin;false
1644;38825;Klütz;false
1645;38826;Dassow;false
1646;38827;Kalkhorst;false
1647;38828;Schönberg Meckl;false
1648;3883;Hagenow;false
1649;38841;Neuhaus Elbe;false
1650;38842;Lüttenmark;false
1651;38843;Bennin;false
1652;38844;Gülze;false
1653;38845;Kaarssen;false
1654;38847;Boizenburg Elbe;false
1655;38848;Vellahn;false
1656;38850;Gammelin;false
1657;38851;Zarrentin Meckl;false
1658;38852;Wittenburg;false
1659;38853;Drönnewitz b Hagenow;false
1660;38854;Redefin;false
1661;38855;Lübtheen;false
1662;38856;Pritzier b Hagenow;false
1663;38858;Lassahn;false
1664;38859;Alt Zachun;false
1665;3886;Gadebusch;false
1666;38871;Mühlen Eichsen;false
1667;38872;Rehna;false
1668;38873;Carlow;false
1669;38874;Lützow;false
1670;38875;Schlagsdorf b Gadebusch;false
1671;38876;Roggendorf;false
1672;39000;Beetzendorf;false
1673;39001;Apenburg;false
1674;39002;Oebisfelde;false
1675;39003;Jübar;false
1676;39004;Köckte b Gardelegen;false
1677;39005;Kusey;false
1678;39006;Miesterhorst;false
1679;39007;Tangeln;false
1680;39008;Kunrau;false
1681;39009;Badel;false
1682;3901;Salzwedel;false
1683;3902;Diesdorf Altm;false
1684;39030;Brunau;false
1685;39031;Dähre;false
1686;39032;Mahlsdorf b Salzwedel;false
1687;39033;Wallstawe;false
1688;39034;Fleetmark;false
1689;39035;Kuhfelde;false
1690;39036;Binde;false
1691;39037;Pretzier;false
1692;39038;Henningen;false
1693;39039;Bonese;false
1694;3904;Haldensleben;false
1695;39050;Bartensleben;false
1696;39051;Calvörde;false
1697;39052;Erxleben b Haldensleben;false
1698;39053;Süplingen;false
1699;39054;Flechtingen;false
1700;39055;Hörsingen;false
1701;39056;Klüden;false
1702;39057;Rätzlingen Sachs-Anh;false
1703;39058;Uthmöden;false
1704;39059;Wegenstedt;false
1705;39061;Weferlingen;false
1706;39062;Bebertal;false
1707;3907;Gardelegen;false
1708;39080;Kalbe Milde;false
1709;39081;Kakerbeck Sachs-Anh;false
1710;39082;Mieste;false
1711;39083;Messdorf;false
1712;39084;Lindstedt;false
1713;39085;Zichtau;false
1714;39086;Jävenitz;false
1715;39087;Jerchel Altmark;false
1716;39088;Letzlingen;false
1717;39089;Bismark Altmark;false
1718;3909;Klötze Altmark;false
1719;391;Magdeburg;false
1720;39200;Gommern;false
1721;39201;Wolmirstedt;false
1722;39202;Gross Ammensleben;false
1723;39203;Barleben;false
1724;39204;Niederndodeleben;false
1725;39205;Langenweddingen;false
1726;39206;Eichenbarleben;false
1727;39207;Colbitz;false
1728;39208;Loitsche;false
1729;39209;Wanzleben;false
1730;3921;Burg b Magdeburg;false
1731;39221;Möckern b Magdeburg;false
1732;39222;Möser;false
1733;39223;Theessen;false
1734;39224;Büden;false
1735;39225;Altengrabow;false
1736;39226;Hohenziatz;false
1737;3923;Zerbst;false
1738;39241;Leitzkau;false
1739;39242;Prödel;false
1740;39243;Nedlitz b Zerbst;false
1741;39244;Steutz;false
1742;39245;Loburg;false
1743;39246;Lindau Anh;false
